"id","name","sponsor","event","venue","place","physical_description","occasion","notes","call_number","date","location","currency","currency_symbol","status","page_count","dish_count"
12559,"","ASSOCIATION OF EMPLOYING BOOKBINDERS","BANQUET","PROF","SAVOY HOTEL NEW YORK NY","BOOKLET; ILLUS; 5.5X7;","ANNIVERSARY","FRENCH; PRICED WINE CARD AFFIXED TO INSIDE COVER; SEAL & MOTTO OF ASSOCIATION ON COVER; TOASTS & MUSICAL PROGRAM INCLUDED; LIST OF MEMBER BOOKBINDING FIRMS; SILK CORD ATTACHMENT;","1900-2156","1900-02-26","ASSOCIATION OF EMPLOYING BOOKBINDERS","DOLLARS","$","COMPLETE",8,30
12561,"","R.M.S. OCEANIC","LUNCH","COMMERCIAL","EN ROUTE","CARD; 3.5 X 5;","","SMALL FLAG AND LOGO;","1900-2165","1900-02-27","RMS OCEANIC","","","COMPLETE",2,30
12562,"","CUNARD LINE","BREAKFAST","COMMERCIAL","EN ROUTE ON BOARD RMS CAMPANIA","CARD; 4.5 X 6.5;","","PRICED WINE LIST ON BACK OF MENU; PRICES IN BRITISH CURRENCY ONLY;","1900-2170","1900-02-28","CUNARD LINE","","","COMPLETE",2,110
12563,"","NEW ENGLAND SHORTHAND REPORTER'S ASSOCIATION","SEMIANNUAL DINNER","PROF","UNITED STATES HOTELBOSTONMA","FOLDER;ILL;COL;5.5X8.5;","ANNIVERSARY","PORTRAIT OF PRESIDENT OF ASSOCIATION ON FRONT COVER;TWO ILLUSTRATIONS OF REPORTERS AT WORK;TOASTS;MUSICAL PROGRAM;NAMES;","1900-3264","1900-05-12","NEW ENGLAND SHORTHAND REPORTERS ASSOCIATION","","","COMPLETE",4,21
12564,"","RECTOR'S","DAILY MENU","COMMERCIAL","BROADWAY AND 44TH STNEW YORKNY","FOLDER;ILL;COL;7X9.5;","DAILY","SPECIAL DISHES ON SEPARATE CARD FASTENED WITH RIBBON IN PUNCHED HOLE;","1900-3265","1900-05-13","RECTORS","DOLLARS","$","COMPLETE",6,358
12567,"","STATLER'S","DINNER","COMMERCIAL","ELLICOTT SQUARE BUFFALO NY","CARD; ILLUS; 3.25X6.25;","","ILLUS: WOMAN HOLDING TEACUP AND SAUCER;","1900-3268","1900-05-14","STATLERS","","","COMPLETE",2,17
12568,"","JOHN WANAMAKER","LUNCH","COMMERCIAL","BROADWAY  10TH STREET NEW YORK NY","BROADSHEET; ILLUS; COL; 4.75X7.75","","ILLUS: SHIELD WITH FLEUR DE LYS, FLANKED BY LOBSTERS; SURMOUNTED BY PIGEON;","1900-3270","1900-05-14","JOHN WANAMAKER","DOLLARS","$","COMPLETE",2,72
12569,"","MAXWELL HOUSE","SUPPER","COMMERCIAL","NASHVILLE TN","CARD; ILLUS; 4.25X6.25","","ELABORATE PRINTING OF HOTEL NAME FORMS ILLUSTRATION;","1900-2397","1900-03-12","MAXWELL HOUSE","","","COMPLETE",2,38
12570,"","MAXWELL HOUSE","DINNER","COMMERCIAL","NASHVILLE TN","CARD; ILLUS; 5.5X7.5;","","ILLUSTRATION OF HOTEL AT TOP OF MENU;","1900-2398","1900-03-12","MAXWELL HOUSE","","","COMPLETE",2,31
12571,"","CLYDE STEAMSHIP CO., THE","DINNER","COMMERCIAL","STEAMSHIP IROQUOIS","BROADSHEET; ILLUS; COL; 10X7;","","INCLUDES PRICED WINE, LIQUOR, ETC. LIST; STEAMSHIP INSIGNIA ON COVER; ON BACK COVER IS A MAP COMPRISING ALL LINES INVOLVED WITH CLYDE;","1900-2400","1900-03-12","CLYDE STEAMSHIP CO THE","DOLLARS","$","COMPLETE",3,72
12573,"","MAXWELL HOUSE","BREAKFAST","COMMERCIAL","NASHVILLE TN","CARD; ILLUS; 4.25X6.25;","","ELABORATE PRINTING OF HOTEL NAME FORMS ILLUSTRATION;","1900-2404","1900-03-13","MAXWELL HOUSE","","","COMPLETE",4,0
12574,"","OCCIDENTAL & ORIENTAL STEAMSHIP CO.","BREAKFAST","COMMERCIAL","SS COPTIC","BROADSIDE; ILLUS; 5.5X8.5;","","HANDWRITTEN IN LAVENDAR INK; COMPANY FLAG AT TOP OF MENU;","1900-2410","1900-03-13","OCCIDENTAL  ORIENTAL STEAMSHIP CO","","","COMPLETE",2,24
12575,"","GRENOBLE HOTEL","SUPPER","COMMERCIAL","NY","BROADSHEET; ILLUS.BORDER; COL; 7 X 11;","DAILY","COMPLETE WINE LIST ON BACK;","1900-2619","1900-03-30","GRENOBLE HOTEL","DOLLARS","$","COMPLETE",2,255
12576,"","US ARMY - SUBSISTENCE DEPT.","LUNCHEON","MIL","TRANSPORT","BROADSIDE; 4.5 X 7;","","MENU HANDWRITTEN; SUMMER;","1900-2623","1900-03-31","US ARMY SUBSISTENCE DEPT","","","COMPLETE",2,13
12577,"","HADDON HALL","SUPPER","COMMERCIAL","PHILADELPHIAPA","BROADSIDE; ILLUS; COL; 5 X 7;","DAILY","","1900-2625","1900-03-31","HADDON HALL","","","COMPLETE",2,60
12578,"","HADDON HALL","DINNER","COMMERCIAL","PHILADELPHIA PA","BROADSIDE; ILLUS; COL; 5 X 8;","DAILY","","1900-2626","1900-03-31","HADDON HALL","","","COMPLETE",2,53
12579,"","TRUSTEES OF THE MISSOURI BOTANICAL GARDEN","ANNUAL BANQUET","PROF","SOUTHERN HOTELST LOUISMO","BROADSIDE; ILLUS; 5.5 X 8.75;","ANNUAL","WINES LISTED FOR EACH COURSE;","1900-2627","1900-03-31","TRUSTEES OF THE MISSOURI BOTANICAL GARDEN","","","COMPLETE",2,22
12700,"","GERMAN RESTAURANT & BUFFET","DAILY MENU","COMMERCIAL","137 E MADISON ST CHICAGO ILL","FOLDER; ILLUS; COL; 4.5 X 10.5;","DAILY","LIST OF VAUDEVIILE ENTERTAINERS FOR THE WEEK;","1900-2630","1900-03-31","GERMAN RESTAURANT  BUFFET","DOLLARS","$","COMPLETE",4,109
12702,"","PIONEER DINING CAR LINE","DAILY MENU","COMMERCIAL","EN ROUTE","BROADSIDE; COL; 5 X 7.25;","DAILY","SEPARATE PAGE OF HANDWRITTEN SPECIALS PASTED ON REGULAR MENU;","1900-2632","1900-03-31","PIONEER DINING CAR LINE","DOLLARS","$","COMPLETE",2,46
12703,"","HOTEL VENDOME","BREAKFAST","COMMERCIAL","BOSTON MASS","BROADSIDE; HOTEL EMBLEM; 5 X 7;","DAILY","HOURS FOR BREAKFAST,LUNCH,DINNER & TEA LISTED;","1900-2636","1900-04-01","HOTEL VENDOME","","","COMPLETE",2,78
12704,"","HOTEL NETHERLAND","A LA CARTE MENU","COMMERCIAL","NY","FOLDER; ILLUS; COL; 6.5 X 11;","DAILY","","1900-2637","1900-04-01","HOTEL NETHERLAND","DOLLARS","$","COMPLETE",4,389
12705,"","MILLS HOTEL","DINNER","COMMERCIAL","BLEECKER ST NY","BROADSHEET; 3.75 X 6;","DAILY","DINNER SERVED FROM 11;30 TO 9 PM; BREAKFAST MENU ON BACK;","1900-2638","1900-04-01","MILLS HOTEL","","","COMPLETE",2,67
12706,"","CROMWELL STEAMSHIP COMPANY","BREAKFAST","COMMERCIAL","EN ROUTE","BROADSIDE; COL;4.5 X 7.5;","DAILY","ALL HANDWRITTEN;","1900-2641","1900-04-01","CROMWELL STEAMSHIP COMPANY","","","COMPLETE",2,19
12708,"","CROMWELL STEAMSHIP COMPANY","BREAKFAST","COMMERCIAL","","CARD;ILL;COL;4.5X7.5;","DAILY","FLAG;HANDWRITTEN,MECHANICALLY REPRODUCED;","1900-2649","1900-04-02","CROMWELL STEAMSHIP COMPANY","","","COMPLETE",2,18
12709,"","WILLARD'S HOTEL","BREAKFAST","COMMERCIAL","WASHINGTONDC","CARD;4.5X7;","DAILY","SEVERAL HANDWRITTEN ENTRIES ON PRINTED MENU; DATE BY FB;","1900-2656","1900-04-03","WILLARDS HOTEL","","","COMPLETE",2,67
12710,"","NIPPON YUSEN KAISHA","BREAKFAST","COMMERCIAL","ABOARD SS ","BROADSIDE; 5.5X7.75;","","HAND WRITTEN;","1900-4132","1900-08-22","NIPPON YUSEN KAISHA","","","COMPLETE",2,14
12711,"","NIPPON YUSEN KAISHA","TIFFIN","COMMERCIAL","ABOARD SS ","BROADSIDE; 5.5X7.75;","","HAND WRITTEN;","1900-4134","1900-08-22","NIPPON YUSEN KAISHA","","","COMPLETE",2,18
12712,"","CINCINNATI ENQUIRER HOUSEHOLD CLUB","ANNUAL OUTING","SOC","HOTEL VICTORY PUTINBAYISLAND LAKE ERIE OH","FOLDER; ILLUS; COL; 5.5X6.75;","","ILLUS, WOMAN IN (18TH CENTURY?) COSTUME WITH BASKET OF FLOWERS;","1900-4145","1900-08-23","CINCINNATI ENQUIRER HOUSEHOLD CLUB","","","COMPLETE",4,38
12713,"","NIPPON YUSEN KAISHA","DINNER","COMMERCIAL","ABOARD SS KOBE","BROADSHEET; ILLUS; COL; 10.5X9.5;","","HAND WRITTEN; ILLUS, YOUTHS IN JAPANESE COSTUME, CARRYING FLOAT; REVERSE SIDE, MAP OF INDIAN OCEAN SHOWING THE STEAMER TRACKS OF THE NIPPON YUSEN KAISHA;","1900-4148","1900-08-24","NIPPON YUSEN KAISHA","","","COMPLETE",2,15
12714,"","HOTEL VICTORY","DINNER","COMMERCIAL","PUTINBAYISLAND LAKE ERIE OH","BROADSIDE; 4.5X6.75;","","","1900-4151","1900-08-24","HOTEL VICTORY","","","COMPLETE",2,34
12715,"","TOYO KISEN KAISHA","DINNER","COMMERCIAL","EN ROUTE ABOARD HONG KONG MARU","BROADSHEET; ILLUS; 6.5 X 7.75;","COMPLIMENTARYTESTIMONIAL","B&W PHOTOGRAPHS OF VARIOUS POINTS OF INTEREST IN AMERICA, HAWAII, CHINA;JAPAN;","1900-4856","1900-11-02","TOYO KISEN KAISHA","","","COMPLETE",2,44
12716,"","ROUND TABLE CLUB","LUNCH","SOC","THE KNICKERBOCKER CLUB","CARD;ILLUS;COL;5.5X8;","","WINES;PLACE HANDWRITTEN ON BACK;NAMES ON BACK HANDWRITTEN;DR.J.S.BILLINGS NAME HANDWRITTEN IN DIFFERENT HAND;","1900-4859","1900-11-02","ROUND TABLE CLUB","","","COMPLETE",2,26
12717,"","ST. LOUIS HORSE SHOW ASSOCIATION","BANQUET","SOC","SAINT LOUIS CLUB","FOLDER; ILLUS; 3X5;","","FRENCH & ENGLISH; WINES INCLUDED; MUSE ILLUSTRATION ON COVER;","1900-4860","1900-11-03","ST LOUIS HORSE SHOW ASSOCIATION","","","COMPLETE",4,18
12718,"","HOTEL GRUNEWALD","DINNER","COMMERCIAL","NEW ORLEANS LA","BROADSHEET; ILLUS; 5.25X8.25;","","TABLE D'HOTE MENU INCLUDES PINT FRENCH CLARET; ILLUSTRATION OF COAT OF ARMS AND TABLE LADEN WITH FRUIT AND WINES; MUSICAL PROGRAM INCLUDED;","1900-4861","1900-11-03","HOTEL GRUNEWALD","","","COMPLETE",2,21
12722,"","JOHN WANAMAKER","BREAKFAST","COMMERCIAL","NEW YORK NY","BROADSIDE; 4.75X8.25;","","DATE HAND-WRITTEN [FEB?];","1900-3271","1900-05-14","JOHN WANAMAKER","","","COMPLETE",2,40
12723,"","PACIFIC MAIL STEAMSHIP CO.","DINNER","COMMERCIAL","SS CITY OF PARA","FOLDER; 5.5X8.5;","","","1900-3276","1900-05-14","PACIFIC MAIL STEAMSHIP CO","","","COMPLETE",4,16
12724,"","JOHN WANAMAKER","DAILY MENU","COMMERCIAL","BROADWAY  10TH STREET NEW YORK NY","FOLDER; ILLUS; COL; 6.25X10.5;","","ILLUS: SHIELD WITH FLEUR DE LYS, FLANKED BY LOBSTERS; SURMOUNTED BY PIGEON;","1900-3277","1900-05-14","JOHN WANAMAKER","DOLLARS","$","COMPLETE",4,242
12725,"","PACIFIC MAIL STEAMSHIP COMPANY","BREAKFAST","COMMERCIAL","SS RIO DE JANEIRO","BROADSIDE; 5.75X8.75;","","","1900-3284","1900-05-15","PACIFIC MAIL STEAMSHIP COMPANY","","","COMPLETE",2,19
12726,"","PACIFIC MAIL STEAMSHIP COMPANY","TIFFIN","COMMERCIAL","SS RIO DE JANEIRO","BROADSIDE; 5.75X8.75;","","","1900-3285","1900-05-15","PACIFIC MAIL STEAMSHIP COMPANY","","","COMPLETE",2,21
12728,"","NEW FALMOUTH HOTEL","BREAKFAST","COMMERCIAL","PORTLAND ME","BROADSIDE; 5.0X8.0;","","DATE HAND WRITTEN (FEB?); SIGNED BY F. H. NUNNS, PROP.;","1900-3296","1900-05-16","NEW FALMOUTH HOTEL","","","COMPLETE",2,54
12729,"","NEW FALMOUTH HOTEL","DINNER","COMMERCIAL","PORTLAND ME","BROADSIDE; 5.0X8.5;","","SIGNED BY F. H. NUNNS, PROP.; NOTE AT BOTTOM OF MENU: JEFFERSON THEATRE, ""TACITUS""","1900-3297","1900-05-16","NEW FALMOUTH HOTEL","","","COMPLETE",2,54
12731,"","C XIII C","MENU","SOC","QUEEN CITY CLUB CINCINNATI OH","CARD; COL; 3.25X5.25;","","INCLUDES WINES SERVED WITH INDIVIDUAL COURSES; DECORATIVE MONOGRAM IS PROBABLY NAME OF SPONSOR; [LOCATION INFO SUPPLIED BY FEB];","1900-4872","1900-11-13","C XIII C","","","COMPLETE",2,12
12732,"","DEL CORONADA HOTEL","BREAKFAST","COMMERCIAL","CORONADO BEACH CA","CARD; ILLUS; COL; 4.5X7.5;","","TABLE D'HOTE MENU; SKETCH OF CROWN AT TOP OF MENU;","1900-4873","1900-11-13","DEL CORONADAO HOTEL","","","COMPLETE",2,70
12733,"","DEL CORONADA HOTEL","DINNER","COMMERCIAL","CORONADO BEACH CA","CARD; ILLUS; COL; 4.5X7.5;","","TABLE D'HOTE MENU; SKETCH OF CROWN AT TOP OF MENU; INCLUDES MUSIC PROGRAM AND ""TEMPERATURE AT NOON TODAY WAS 75;""","1900-4874","1900-11-13","DEL CORONADAO HOTEL","","","COMPLETE",2,48
12736,"","HAAN'S","LUNCH","COMMERCIAL","75TH STREET AND COLUMBUS AVENEW YORKNY","CARD;ILL;COL;5X8.25;","DAILY","WINE LIST;","1900-1175","1900-02-20","HAANS","DOLLARS","$","COMPLETE",2,191
12737,"","WEST END HOTEL RESTAURANT","DAILY","COMMERCIAL","WEST 125TH STREETNEW YORKNY","FOLDER;COL;7X12.25;","DAILY","WINE LIST;PRICE CHANGES;","1900-1179","1900-02-20","WEST END HOTEL RESTAURANT","DOLLARS","$","COMPLETE",4,378
12738,"","HOTEL SAVOY","LUNCH","COMMERCIAL","LONDONENGLAND","CARD;ILL;COL;4.25X7;","DAILY","EGYPTIAN WATER SIDE SCENE WITH A SPRAY OF FLOWERS ON TOP AND A SINGLE FLOWER ON BOTTOM LEFT;FRENCH MENU;DATE IN FRENCH;LONDON WRITTEN BY HAND;","1900-1180","1900-02-20","HOTEL SAVOY","","","COMPLETE",2,16
12739,"","U.S.M.S. NEW YORK","BREAKFAST","COMMERCIAL","","CARD;ILL;COL;4X6.25;","DAILY","FLAG WITH BIRD UPPER LEFT;","1900-1181","1900-02-21","USMS NEW YORK","","","COMPLETE",2,27
12740,"","CUNARD LINE","BREAKFAST","COMMERCIAL","SS ETRURIA","CARD;ILL;COL;4.25X6.5;","DAILY","FLAG WITH LION UPPER LEFT;WINE LIST ON BACK;","1900-1182","1900-02-21","CUNARD LINE","","","COMPLETE",2,95
12746,"","BATTERY PARK HOTEL","BREAKFAST","COMMERCIAL","ASHEVILLENC","CARD;ILL;COL;4.5X7.25;","DAILY","HORNED ANIMAL OVER CROWN ON TOP CENTER;","1900-1190","1900-02-21","BATTERY PARK HOTEL","","","COMPLETE",2,51
12747,"","HASKIN'S RESTAURANT","BREAKFAST","COMMERCIAL","117 WEST 34TH STREETNEW YORKNY","CARD;5X7","DAILY","","1900-1192","1900-02-21","HASKINS RESTAURANT","","","COMPLETE",2,43
12749,"","CUNARD LINE","DINNER","COMMERCIAL","RMS LUCANIA","CARD;ILL;COL;4.25X6.5;","DAILY","WINE LIST ON BACK;FLAG;","1900-2919","1900-04-23","CUNARD LINE","","","COMPLETE",2,97
12751,"","CANADIAN PACIFIC RAILWAY COMPANY","BREAKFAST","COMMERCIAL","RMS EMPRESS OF CHINA","CARD;ILL;COL;4.5X7;","DAILY","FLAG;","1900-2922","1900-04-23","CANADIAN PACIFIC RAILWAY COMPANY","","","COMPLETE",2,35
12754,"","EVERETT HOUSE","BREAKFAST","COMMERCIAL","UNION SQUARENEW YORKNY","FOLDER;ILL;COL;7X11L","DAILY","EMBLEM AND DECORATION ON FRONT COVER;HANDWRITTEN DATE BY FB;WINE LIST ON BACK;","1900-2930","1900-04-23","EVERETT HOUSE","DOLLARS","$","COMPLETE",4,516
12755,"","EVERETT HOUSE","BILL OF FARE","COMMERCIAL","UNION SQUARENEW YORKNY","FOLDER;ILL;COL;7X11L","DAILY","EMBLEM AND DECORATION ON FRONT COVER;HANDWRITTEN DATE BY FB;WINE LIST ON BACK;","1900-2931","1900-04-23","EVERETT HOUSE","DOLLARS","$","COMPLETE",4,579
12757,"","PACIFIC MAIL STEAMSHIP CO.","BREAKFAST","COMMERCIAL","PANAMA LINECITY OF PARA","BROADSIDE;5.5X8.5;","DAILY","","1900-2934","1900-04-23","PACIFIC MAIL STEAMSHIP CO","","","COMPLETE",2,18
12758,"","PACIFIC MAIL STEAMSHIP CO.","DINNER","COMMERCIAL","PANAMA LINECITY OF PARA","FOLDER;5.5X8.5;","DAILY","","1900-2935","1900-04-23","PACIFIC MAIL STEAMSHIP CO","","","COMPLETE",4,19
12759,"","DENTAL DEPARTMENT OF WASHINGTON UNIVERSITY","ANNUAL BANQUET","EDUC","SOUTHERN HOTELSTLOUISMO","CARD;ILL;COL;4X7;","ANNIVERSARY","WINES;EMBLEM;CITY AND STATE HANDWRITTEN BY FB;","1900-2939","1900-04-24","DENTAL DEPARTMENT OF WASHINGTON UNIVERSITY","","","COMPLETE",2,24
12763,"","CANADIAN PACIFIC RAILWAY COMPANY","DINNER","COMMERCIAL","RMS EMPRESS OF CHINA","CARD; ILLUS; COL; 4/75X7.25;","","EACH MENU ITEM NUMBERED; STEAMSPHIP LINE FLAG AT TOP OF MENU;","1900-2948","1900-04-24","CANADIAN PACIFIC RAILWAY COMPANY","","","COMPLETE",2,39
12764,"","GRAND HOTEL","DINNER","COMMERCIAL","MELBOURNE AUSTRALIA","BOOKLET; ILLUS; 4.25X6.25;","COMPLIMENTARYTESTIMONIAL","FRENCH; INCLUDES TOASTS; MILITARY FIGURE SKETCHED ON COVER;","1900-2952","1900-04-25","GRAND HOTEL","","","COMPLETE",4,12
12765,"","NORDDEUTSCHER LLOYD BREMEN","LUNCH","COMMERCIAL","DAMPFER KAISER WILHELM DER GROSSE","CARD; ILLUS; COL; 5.5X8.25;","","GERMAN & ENGLISH; MARITIME SCENE AT TOP OF MENU; MENU PRINTED SO IT CAN BE USED AS POSTCARD;","1900-2959","1900-04-25","NORDDEUTSCHER LLOYD BREMEN","","","COMPLETE",2,60
12766,"","NORDDEUTSCHER LLOYD BREMEN","DINNER","COMMERCIAL","DAMPFER KAISER WILHELM DER GROSSE","FOLDER; ILLUS; COL; 5.25X8.5;","","GERMAN & ENGLISH; MUSICAL PROGRAM ON BACKCOVER; ORNATELY DECORATED COVER WITH BUST OF KAISER WILHELM, MYTHICAL FIGURES, ETC., THIS APPEARS TO BE ASIAN, AUSTRALIAN LINE;","1900-2960","1900-04-25","NORDDEUTSCHER LLOYD BREMEN","","","COMPLETE",4,34
12767,"","CUNARD LINE","LUNCHEON","COMMERCIAL","RMS LUNCANIA","CARD; ILLUS; COL; 4.25X6.5;","","STEAMSHIP FLAG AT TOP OF MENU; PRICED WINE, LIQUOR & TOBACCO LIST ON BACK OF MENU;","1900-2962","1900-04-25","CUNARD LINE","","","COMPLETE",2,97
12768,"","RED STAR LINE","DINNER","COMMERCIAL","EN ROUTE ABOARD SS SOUTHWARK","CARD; ILLUS; 5 X 8;","","HANDWRITTEN; MARINE SCENE OF STEAMER AND LIFEBOAT; PRICED WINE LIST ON BACK WITH EXCHANGE RATES FROM FRENCH CURRENCY;","1900-2186","1900-02-27","RED STAR LINE","DOLLARS","$","COMPLETE",2,53
12769,"","RED STAR LINE","BREAKFAST","COMMERCIAL","EN ROUTE ABOARD SS WESTERNLAND","CARD; ILLUS; 5 X 8;","","HANDWRITTEN; MARINE SCENE OF STEAMER AND SAILING SHIPS;","1900-2188","1900-02-28","RED STAR LINE","DOLLARS","$","COMPLETE",2,17
12770,"","PARKER'S HOTEL (LATE TRAM0NTANO)","DINNER","COMMERCIAL","NAPLES ITALY","CARD; COL; 4 X 6;","","MENU IN FRENCH; HANDWRITTEN; RED PRINT AND LOGO;","1900-2189","1900-02-27","PARKERS HOTEL LATE TRAM0NTANO","","","COMPLETE",2,10
12771,"","CUNARD LINE","BREAKFAST","COMMERCIAL","EN RPUTE ABOARD RMS CAMPANIA","CARD; 4.25 X 6.5;","","WINE LIST ON BACK PRICED IN BRITISH CURRENCY;","1900-2192","1900-02-27","CUNARD LINE","SHILLINGS","s","COMPLETE",2,108
12772,"","OCCIDENTAL & ORIENTAL STEAMSHIP CO.","LUNCH","COMMERCIAL","SS COPTIC","BROADSIDE; ILLUS; 5.5X8.5;","","HANDWRITTEN IN LAVENDAR INK; COMPANY FLAG AT TOP OF MENU;","1900-2411","1900-03-13","OCCIDENTAL  ORIENTAL STEAMSHIP CO","","","COMPLETE",2,31
12773,"","OCCIDENTAL & ORIENTAL STEAMSHIP CO.","DINNER","COMMERCIAL","SS COPTIC","FOLDER; ILLUS; 5.5X8.5;","","ITEMS OF THE DAY HANDWRITTEN IN LAVENDAR INK ON PRINTED FORM; DECORATIVE BORDER & ANCHOR, FLAGS, ETC. ON COVER;","1900-2412","1900-03-13","OCCIDENTAL  ORIENTAL STEAMSHIP CO","DOLLARS","$","COMPLETE",4,34
12774,"","HOTEL SAVOY","MENU","COMMERCIAL","NEW YORK NY","BOOKLET; ILLUS; COL; 6.5X10;","","A LA CARTE PRICED MENU; HOTEL SEAL ON COVER;","1900-2418","1900-03-14","HOTEL SAVOY","DOLLARS","$","COMPLETE",2,144
12775,"","MANHATTAN CLUB","DINNER","COMMERCIAL","","FOLDER; ILLUS; 6X9.5;","","A LA CARTE PRICED MENU; CLUB MONOGRAM ON COVER;","1900-2420","1900-03-14","MANHATTAN CLUB","DOLLARS","$","UNDER REVIEW",4,137
12776,"","HAMBURG-AMERIKA LINIE","LUNCH","COMMERCIAL","EN ROUTE ABOARD SCHNELLDAMPMER EXPRESS STEAMER AUGUSTE VICTORIA","CARD; ILLUS; 5 X 8;","","MENU IN GERMAN AND ENGLISH; ILLUSTRATION OF WOMAN IN CLASSICAL DRESS HOLDING SHIELD WITH LETTERS H.A.P.A.G; FRUIT; STEAMER;","1900-2426","1900-03-14","HAMBURG AMERIKA LINIE","","","COMPLETE",2,20
12778,"","CUNARD LINE","DINNER","COMMERCIAL","RMS CAMPANIA","CARD; 4.25X6.75; ILLUS; COL;","","ILLUS, RED FLAG WITH BRITISH LION HOLDING GLOBE OF THE WORLD; PRICED WINE LIST;","1900-1002","1900-02-12","CUNARD LINE","","","COMPLETE",2,88
12780,"","HAMBURG-AMERIKA LINIE","DAILY MENU","COMMERCIAL","SCHNELLDAMPFERS AUGUST VICTORIA","CARD; ILLUS; COL; 9X7;","","GERMAN & FRENCH; CONCERT PROGRAM INCLUDED; HARBOUR SCENE ON FRONT OF MENU;","1900-1011","1900-02-12","HAMBURG AMERIKA LINIE","","","COMPLETE",2,26
12781,"","BROADWAY CENTRAL HOTEL","DINNER MENU","COMMERCIAL","NEW YORK NY","FOLDER; ILLUS; COL; 5.5X9;","","ONE OF A LARGE NUMBER OF MENUS WE HAVE HAD IN PAST; INCLUDES BIRD'S-EYE MAP OF NEW YORK PLUS OBJECTS OF INTEREST IN AND ABOUT NEW YORK;","1900-1012","1900-02-12","BROADWAY CENTRAL HOTEL","DOLLARS","$","COMPLETE",4,63
12782,"","HOTEL EMPIRE","DINNER MENU","COMMERCIAL","NEW YORK NY","FOLDER; ILLUS; COL; 6.25X8.75;","","A LA CARTE DU JOUR DINNER MENU; INCLUDES EXTENSIVE PRICED WINE LIST; HOTEL MONOGRAM ON COVER;","1900-1014","1900-01-12","EMPIRE HOTEL","DOLLARS","$","COMPLETE",4,300
12783,"","COLONIAL HOTEL","MENU","COMMERCIAL","NEW YORK NY","FOLDER; ILLUS; 6.25X10;","","[DATE HANDWRITTEN]; MANY ADDITIONAL ITEMS TO MENU HANDWRITTEN; ""CREAM WITH TEA, COFFEE, ETC.,FIVE CENTS EXTRA;"" ILLUSTRATION OF HOTEL ON COVER;","1900-1015","1900-02-12","COLONIAL HOTEL","DOLLARS","$","COMPLETE",4,378
12784,"","HOTEL MINOT","CAFE  RESTAURANT MENU","COMMERCIAL","NEW YORK NY","FOLDER; ILLUS; 7X11;","","PRICED MENU AND WINE LIST; ""RUSSIAN CAVIAR-25 CENTS;"" DECORATIVE FLEUR DE LIS ON COVER;","1900-1017","1900-02-12","MINOT HOTEL","DOLLARS","$","COMPLETE",4,322
12786,"","PENNSYLVANIA TOURS TO THE GOLDEN GATE","LUNCHEON","COMMERCIAL","PULLMAN DINING CAR CASA MONICA","CARD; ILLUS 5.25X7.5;","","ILLUSTRATION OF TRAIN;","1900-1020","1900-01-01","PENNSYLVANIA TOURS TO THE GOLDEN GATE","","","COMPLETE",2,32
12787,"","SULLIVAN'S","MENU","COMMERCIAL","","BROADSHEET; 8X10.5;","","PRINTED IN VIOLET INK ON TISSUE THIN PAPER;","1900-1026","1900-02-12","SULLIVANS","DOLLARS","$","COMPLETE",2,61
12788,"","SULLIVAN'S RESTAURANT","BILL OF FARE","COMMERCIAL","2351 3RD AVE NEAR 128TH ST","BROADSHEET; 5.5X9.5;","","[PLACE & DATE INFO HANDWRITTEN];","1900-1027","1900-02-12","SULLIVANS RESTAURANT","DOLLARS","$","COMPLETE",2,109
12789,"","CAFETERIA LUNCH","BILL OF FARE","COMMERCIAL","57 BROAD ST NEW YORK NY","FOLDER; ILLUS; COL; 6X9.5;","","WE HAVE HAD THIS RESTAURANT BEFORE; SPECIALS MIMEOGRAPHED IN LAVENDAR HANDWRITING; ""SPECIAL DISHES FOR DAY AFTER LINCOLN'S BIRTHDAY -- SHADES OF LINCOLN: I REALLY BELIEVE THE CIVIL WAR WOULD HAVE BEEN AVERTED BY CAFETERIAS IN 1861;"" DECORATIVE BORDER, MOO","1900-1029","1900-02-13","CAFETERIA LUNCH","DOLLARS","$","COMPLETE",4,115
12790,"","PENNSYLVANIA RAILROAD","PERSONALLY CONDUCTED TOUR THROUGH MEXICO  CALIFORNIA","COMMERCIAL","PULLMAN SERVICE EN ROUTE","BROADSIDE; COL; 5.25X7.25;","","","1900-1031","1900-02-13","PENNSYLVANIA RAILROAD","","","COMPLETE",2,26
12792,"","EVELYN RESTAURANT","TABLE DHOTE LUNCH","COMMERCIAL","CORNER 78TH ST OPPOSITE MUSEUM OF NATURAL HISTORY NEW YORK NY","BROADSIDE; 4.25X7;","","HANDWRITTEN; TABLE D'HOTE LUNCH, 60 CENTS;","1900-1033","1900-02-13","EVELYN RESTAURANT","","","COMPLETE",2,11
12793,"","HOTEL MARIE ANTOINETTE","LUNCH","COMMERCIAL","NEW YORK NY","BROADSIDE; ILLUS; COL; 4.5X7.5;","","PRICED A LA CARTE MENU; HOTEL SEAL AT TOP OF MENU;","1900-1035","1900-02-13","HOTEL MARIE ANTOINETTE","DOLLARS","$","COMPLETE",2,82
